"Местное время в Ульяновске / Центральном (аэропорт)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"03.01.2018 07:00";"-1.1";"757.0";"";"";"93";"Ветер, дующий с юга";"2";"";"";"100%.";" ";"";"";"-1.8";"";"";"";"";"";"";"10.0";"";"Осадков нет";"12";"";"";"";"";
"03.01.2018 04:00";"-1.1";"757.0";"";"";"94";"Ветер, дующий с юга";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"03.01.2018 01:00";"-1.3";"757.0";"";"";"92";"Ветер, дующий с юга";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"02.01.2018 22:00";"-1.6";"756.0";"";"";"94";"Ветер, дующий с юга";"3";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"02.01.2018 19:00";"-1.4";"756.0";"";"";"90";"Ветер, дующий с юга";"2";"";"";"100%.";" ";"";"";"";"-1.3";"";"";"";"";"";"10.0";"";"Осадков нет";"12";"";"";"";"";
"02.01.2018 16:00";"-1.4";"756.0";"";"";"87";"Ветер, дующий с юга";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"02.01.2018 13:00";"-1.7";"755.0";"";"";"86";"Ветер, дующий с юга";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"02.01.2018 10:00";"-2.7";"755.0";"";"";"87";"Ветер, дующий с юга";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"02.01.2018 07:00";"-3.2";"755.0";"";"";"91";"Ветер, дующий с юго-запада";"1";"";"";"100%.";" ";"";"";"-4.7";"";"";"";"";"";"";"10.0";"";"Осадков нет";"12";"";"";"";"";
"02.01.2018 04:00";"-3.6";"755.0";"";"";"93";"Ветер, дующий с юга";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"02.01.2018 01:00";"-4.2";"754.0";"";"";"92";"Ветер, дующий с юга";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"01.01.2018 22:00";"-4.5";"754.0";"";"";"90";"Ветер, дующий с юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"01.01.2018 19:00";"-4.7";"754.0";"";"";"89";"Ветер, дующий с юго-запада";"1";"";"";"100%.";" ";"";"";"";"-4.7";"";"";"";"";"";"10.0";"";"Следы осадков";"12";"";"";"";"";
"01.01.2018 16:00";"-5.1";"754.0";"";"";"87";"Ветер, дующий с юга";"1";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"01.01.2018 13:00";"-5.4";"754.0";"";"";"87";"Ветер, дующий с юго-запада";"2";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"01.01.2018 10:00";"-5.8";"753.0";"";"";"91";"Ветер, дующий с юга";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"01.01.2018 07:00";"-6.1";"753.0";"";"";"92";"Ветер, дующий с юга";"2";"";"";"100%.";" ";"";"";"-8.1";"";"";"";"";"";"";"10.0";"";"Осадков нет";"12";"";"";"";"";
"01.01.2018 04:00";"-6.1";"753.0";"";"";"90";"Ветер, дующий с юго-запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"01.01.2018 01:00";"-6.3";"752.0";"";"";"88";"Ветер, дующий с юга";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"31.12.2017 22:00";"-7.4";"753.0";"";"";"90";"Ветер, дующий с юга";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"31.12.2017 19:00";"-6.8";"753.0";"";"";"88";"Ветер, дующий с юго-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"-1.6";"";"";"";"";"";"10.0";"";"Осадков нет";"12";"";"";"";"";
"31.12.2017 16:00";"-5.0";"754.0";"";"";"82";"Ветер, дующий с юго-востока";"2";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"31.12.2017 13:00";"-3.4";"755.0";"";"";"81";"Ветер, дующий с востока";"3";"";"";"60%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"31.12.2017 10:00";"-3.4";"755.0";"";"";"93";"Ветер, дующий с юго-востока";"3";"";"";"70 – 80%.";" ";"";"";"-3.4";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"31.12.2017 07:00";"-1.6";"756.0";"";"";"94";"Ветер, дующий с востока";"4";"";"";"100%.";" ";"";"";"-1.6";"";"";"";"";"";"";"10.0";"";"Осадков нет";"12";"";"";"";"";
"31.12.2017 04:00";"-0.4";"757.0";"";"";"98";"Ветер, дующий с юго-востока";"2";"";"";"100%.";"Туман или ледяной туман. ";"";"";"";"";"";"";"";"";"";"1.0";"";"";"";"";"";"";"";
"31.12.2017 01:00";"-0.5";"758.0";"";"";"97";"Ветер, дующий с юго-востока";"2";"";"";"";"Туман или ледяной туман, неба не видно, без заметного изменения интенсивности в течение последнего часа. ";"";"";"";"";"";"";"";"";"";"0.5";"";"";"";"";"";"";"";
"30.12.2017 22:00";"-0.8";"759.0";"";"";"97";"Ветер, дующий с юго-востока";"2";"";"";"";"Туман или ледяной туман, неба не видно, без заметного изменения интенсивности в течение последнего часа. ";"";"";"";"";"";"";"";"";"";"0.5";"";"";"";"";"";"";"";
"30.12.2017 19:00";"-0.8";"759.0";"";"";"97";"Ветер, дующий с востока";"2";"";"";"100%.";"Дымка. ";"";"";"";"1.1";"";"";"";"";"";"4.0";"";"Осадков нет";"12";"";"";"";"";
"30.12.2017 16:00";"-0.4";"760.0";"";"";"97";"Ветер, дующий с юго-востока";"2";"";"";"100%.";"Туман или ледяной туман. ";"";"";"";"";"";"";"";"";"";"2.0";"";"";"";"";"";"";"";
"30.12.2017 13:00";"0.0";"760.0";"";"";"96";"Ветер, дующий с юго-востока";"3";"";"";"100%.";"Дымка. ";"";"";"";"";"";"";"";"";"";"2.0";"";"";"";"";"";"";"";
"30.12.2017 10:00";"0.3";"761.0";"";"";"94";"Ветер, дующий с юго-востока";"2";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"30.12.2017 07:00";"0.6";"760.0";"";"";"97";"Ветер, дующий с юга";"2";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"-0.5";"";"";"";"";"";"";"10.0";"";"Следы осадков";"12";"";"";"";"";
"30.12.2017 04:00";"-0.3";"760.0";"";"";"98";"Ветер, дующий с востока";"1";"";"";"100%.";"Морось незамерзающая непрерывная слабая в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"30.12.2017 01:00";"-0.3";"760.0";"";"";"98";"Ветер, дующий с юга";"1";"";"";"";"Туман или ледяной туман, неба не видно, начался или усилился в течение последнего часа. ";"";"";"";"";"";"";"";"";"";"0.5";"";"";"";"";"";"";"";
"29.12.2017 22:00";"0.4";"760.0";"";"";"97";"Ветер, дующий с юго-востока";"1";"";"";"";"Туман или ледяной туман, неба не видно, без заметного изменения интенсивности в течение последнего часа. ";"";"";"";"";"";"";"";"";"";"0.2";"";"";"";"";"";"";"";
"29.12.2017 19:00";"0.8";"760.0";"";"";"97";"Ветер, дующий с юго-востока";"1";"";"";"";"Туман или ледяной туман, неба не видно, без заметного изменения интенсивности в течение последнего часа. ";"";"";"";"2.3";"";"";"";"";"";"0.2";"";"Осадков нет";"12";"";"";"";"";
"29.12.2017 16:00";"0.9";"759.0";"";"";"96";"Штиль, безветрие";"0";"";"";"";"Туман или ледяной туман, неба не видно, без заметного изменения интенсивности в течение последнего часа. ";"";"";"";"";"";"";"";"";"";"0.5";"";"";"";"";"";"";"";
"29.12.2017 13:00";"1.6";"758.0";"";"";"94";"Ветер, дующий с юго-запада";"1";"";"";"100%.";"Дымка. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"29.12.2017 10:00";"1.1";"758.0";"";"";"97";"Ветер, дующий с юга";"1";"";"";"100%.";"Дымка. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"29.12.2017 07:00";"1.0";"757.0";"";"";"97";"Ветер, дующий с юго-запада";"2";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"1.0";"";"";"";"";"";"";"4.0";"";"Осадков нет";"12";"";"";"";"";
"29.12.2017 04:00";"1.1";"756.0";"";"";"98";"Ветер, дующий с юга";"1";"";"";"";"Туман или ледяной туман, неба не видно, начался или усилился в течение последнего часа. ";"";"";"";"";"";"";"";"";"";"0.5";"";"";"";"";"";"";"";
"29.12.2017 01:00";"1.1";"755.0";"";"";"97";"Ветер, дующий с юга";"1";"";"";"";"Туман или ледяной туман, неба не видно, без заметного изменения интенсивности в течение последнего часа. ";"";"";"";"";"";"";"";"";"";"0.5";"";"";"";"";"";"";"";
"28.12.2017 22:00";"1.3";"754.0";"";"";"96";"Ветер, дующий с юга";"1";"";"";"";"Туман или ледяной туман, неба не видно, начался или усилился в течение последнего часа. ";"";"";"";"";"";"";"";"";"";"0.5";"";"";"";"";"";"";"";
"28.12.2017 19:00";"1.8";"753.0";"";"";"96";"Ветер, дующий с юга";"1";"";"";"100%.";"Дымка. ";"";"";"";"2.2";"";"";"";"";"";"4.0";"";"Следы осадков";"12";"";"";"";"";
"28.12.2017 16:00";"1.9";"751.0";"";"";"96";"Ветер, дующий с юга";"2";"";"";"100%.";"Дымка. ";"";"";"";"";"";"";"";"";"";"2.0";"";"";"";"";"";"";"";
"28.12.2017 13:00";"1.8";"750.0";"";"";"96";"Ветер, дующий с юга";"2";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"28.12.2017 10:00";"2.2";"749.0";"";"";"94";"Ветер, дующий с юга";"3";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"28.12.2017 07:00";"2.0";"749.0";"";"";"93";"Ветер, дующий с юга";"3";"";"";"100%.";" ";"";"";"1.5";"";"";"";"";"";"";"10.0";"";"Следы осадков";"12";"";"";"";"";
"28.12.2017 04:00";"1.6";"748.0";"";"";"92";"Ветер, дующий с юга";"3";"";"";"100%.";"Дождь (незамерзающий) неливневый. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"28.12.2017 01:00";"2.3";"748.0";"";"";"87";"Ветер, дующий с юго-запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"27.12.2017 22:00";"1.8";"748.0";"";"";"92";"Ветер, дующий с юга";"2";"";"";"100%.";"Дождь (незамерзающий) неливневый. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"27.12.2017 19:00";"1.8";"748.0";"";"";"90";"Ветер, дующий с юга";"3";"";"";"100%.";" ";"";"";"";"2.5";"";"";"";"";"";"10.0";"";"Следы осадков";"12";"";"";"";"";
"27.12.2017 16:00";"2.2";"748.0";"";"";"84";"Ветер, дующий с юго-запада";"3";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"27.12.2017 13:00";"2.3";"747.0";"";"";"86";"Ветер, дующий с юго-запада";"3";"";"";"90  или более, но не 100%";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"27.12.2017 10:00";"1.5";"746.0";"";"";"94";"Ветер, дующий с юго-запада";"3";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"27.12.2017 07:00";"0.4";"745.0";"";"";"92";"Ветер, дующий с юго-запада";"2";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"-8.5";"";"";"";"";"";"";"10.0";"";"1.0";"12";"";"";"";"";
"27.12.2017 04:00";"-2.7";"744.0";"";"";"92";"Ветер, дующий с юго-запада";"2";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"27.12.2017 01:00";"-5.3";"743.0";"";"";"89";"Ветер, дующий с юго-запада";"3";"";"";"100%.";"Снег неливневый. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"26.12.2017 22:00";"-7.2";"744.0";"";"";"90";"Ветер, дующий с юга";"3";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"26.12.2017 19:00";"-8.5";"745.0";"";"";"80";"Ветер, дующий с юга";"2";"";"";"100%.";" ";"";"";"";"-6.0";"";"";"";"";"";"10.0";"";"Следы осадков";"12";"";"";"";"";
"26.12.2017 16:00";"-8.7";"746.0";"";"";"77";"Ветер, дующий с запада";"3";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"26.12.2017 13:00";"-7.7";"746.0";"";"";"77";"Ветер, дующий с запада";"8";"";"";"60%.";"Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"26.12.2017 10:00";"-7.2";"744.0";"";"";"83";"Ветер, дующий с северо-запада";"8";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"-7.2";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"26.12.2017 07:00";"-6.1";"741.0";"";"";"85";"Ветер, дующий с северо-запада";"7";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"-6.2";"";"";"";"";"";"";"4.0";"";"0.4";"12";"";"";"";"";
"26.12.2017 04:00";"-4.4";"737.0";"";"";"89";"Ветер, дующий с северо-запада";"10";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"26.12.2017 01:00";"-3.9";"734.0";"";"";"91";"Ветер, дующий с северо-запада";"5";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"25.12.2017 22:00";"-3.7";"731.0";"";"";"90";"Ветер, дующий с запада";"7";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"25.12.2017 19:00";"-4.5";"730.0";"";"";"88";"Ветер, дующий с юга";"6";"";"";"90  или более, но не 100%";"Ливневый снег слабый в срок наблюдения или за последний час. ";"";"";"";"-2.7";"";"";"";"";"";"10.0";"";"2.0";"12";"";"";"";"";
"25.12.2017 16:00";"-2.9";"728.0";"";"";"82";"Ветер, дующий с запада";"7";"";"";"90  или более, но не 100%";"Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"25.12.2017 13:00";"-3.8";"727.0";"";"";"91";"Ветер, дующий с запада";"4";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"25.12.2017 10:00";"-4.6";"727.0";"";"";"93";"Ветер, дующий с юго-запада";"1";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"-4.6";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"25.12.2017 07:00";"-4.1";"727.0";"";"";"93";"Ветер, дующий с юго-востока";"1";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"-4.3";"";"";"";"";"";"";"4.0";"";"3.0";"12";"";"";"";"";
"25.12.2017 04:00";"-3.8";"727.0";"";"";"91";"Ветер, дующий с юго-востока";"2";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"25.12.2017 01:00";"-3.6";"729.0";"";"";"88";"Ветер, дующий с юга";"3";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"24.12.2017 22:00";"-4.3";"730.0";"";"";"91";"Ветер, дующий с юга";"5";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"24.12.2017 19:00";"-3.9";"733.0";"";"";"83";"Ветер, дующий с юга";"4";"";"";"90  или более, но не 100%";"Состояние неба в общем не изменилось. ";"";"";"";"-3.1";"";"";"";"";"";"10.0";"";"0.3";"12";"";"";"";"";
